web-scraper-order,web-scraper-start-url,link,link-href,title,area,price,rooms,address,advertiser
"1598196096-823","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=32&rows=100","Erstbezugswohnung Liebenau Nähe Murpark - Petrifelderstraße 95 - Top 18","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/erstbezugswohnung-liebenau-naehe-murpark-petrifelderstrasse-95-top-18-347855896/","Erstbezugswohnung Liebenau Nähe Murpark - Petrifelderstraße 95 - Top 18","44 m","634,-","2 Zimmer","8041
    
    
        Graz","Wesiak Gesellschaft m.b.H."
"1598196158-3037","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=10&rows=100","Renovierte (möblierte) Kleinwohnung nahe TU-Campus-Inffeldgründe","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/renovierte-moeblierte-kleinwohnung-nahe-tu-campus-inffeldgruende-401613032/","Renovierte (möblierte) Kleinwohnung nahe TU-Campus-Inffeldgründe","42 m","571,-","1 Zimmer","8010
    
    
        Sankt Leonhard","Privat"
"1598196116-1528","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=25&rows=100","BALKON - 35m2 - 1 Zimmer - PARKPLATZ","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/balkon-35m2-1-zimmer-parkplatz-392414432/","BALKON - 35m2 - 1 Zimmer - PARKPLATZ","35 m","445,-","1 Zimmer","8010
    
    
        Graz","WAW Immobilienservices"
"1598196170-3441","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=6&rows=100","Die Smart City in Graz - zentrale Lage - provisionsfrei mieten - funktionale Grundrisse - ideale Raumaufteilung","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/die-smart-city-in-graz-zentrale-lage-provisionsfrei-mieten-funktionale-grundrisse-ideale-raumaufteilung-401972954/","Die Smart City in Graz - zentrale Lage - provisionsfrei mieten - funktionale Grundrisse - ideale Raumaufteilung","55 m","779,-","3 Zimmer","8020
    
    
        Graz","teamneunzehn.at Immobilienmanagement GmbH & Co KG"
"1598196161-3163","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=9&rows=100","> KEIN VERMITTLUNGSHONORAR > WG GEEIGNET > 2 ZIMMERWOHNUNG > IM SCHÖNEN GRAZ","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/-kein-vermittlungshonorar-gt-wg-geeignet-2-zimmerwohnung-gt-im-schoenen-graz-402328643/","> KEIN VERMITTLUNGSHONORAR > WG GEEIGNET > 2 ZIMMERWOHNUNG > IM SCHÖNEN GRAZ","51 m","648,35","2 Zimmer","8020
    
    
        Graz","DECUS Immobilien GmbH"
"1598196133-2152","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=19&rows=100","Großgarconniere mit Gartenbenützung bei UNI","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/grossgarconniere-mit-gartenbenuetzung-bei-uni-128315327/","Großgarconniere mit Gartenbenützung bei UNI","39 m","498,-","1 Zimmer","8010
    
    
        Geidorf","First-Class Realitäten GmbH"
"1598196144-2531","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=15&rows=100","Gepflegte 2,5 - Zimmer Dachgeschosswohnung in Waltendorf!!!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/gepflegte-2-5-zimmer-dachgeschosswohnung-in-waltendorf-344885621/","Gepflegte 2,5 - Zimmer Dachgeschosswohnung in Waltendorf!!!","49 m","520,-","2 Zimmer","8010
    
    
        Waltendorf","SK REAL Immobilien"
"1598196122-1721","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=23&rows=100","Mitten im GRÜNEN: Innenhofjuwel am Fuße des Schlossberg 6 Zimmer / 2 Balkone","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/mitten-im-gruenen-innenhofjuwel-am-fusse-des-schlossberg-6-zimmer-2-balkone-379681093/","Mitten im GRÜNEN: Innenhofjuwel am Fuße des Schlossberg 6 Zimmer / 2 Balkone","151 m","1.334,96","6 Zimmer","8010
    
    
        Graz","Dannsa Real Estate International Immobilien Natascha Strohmeier"
"1598196175-3675","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=4&rows=100","Sonnige 2-Zimmer Wohnung","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/sonnige-2-zimmer-wohnung-402056443/","Sonnige 2-Zimmer Wohnung","59 m","680,-","2 Zimmer","8045
    
    
        Andritz","Privat"
"1598196082-348","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=37&rows=100","Top Lage in Graz! - Neue Erstbezugswohnungen in den Reininghausgründen - provisionsfrei! - funktionale...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/top-lage-in-graz-neue-erstbezugswohnungen-in-den-reininghausgruenden-provisionsfrei-funktionale-grundrisse-402026037/","Top Lage in Graz! - Neue Erstbezugswohnungen in den Reininghausgründen - provisionsfrei! - funktionale...","54 m","715,99","2 Zimmer","8020
    
    
        Graz","teamneunzehn.at Immobilienmanagement GmbH & Co KG"
"1598196119-1658","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=24&rows=100","Schöne 2-Zimmerwohnung in St. Peter - Nähe St. Peter Schulzentrum - Nussbaumerstraße 35d","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/schoene-2-zimmerwohnung-in-st-peter-naehe-st-peter-schulzentrum-nussbaumerstrasse-35d-386215806/","Schöne 2-Zimmerwohnung in St. Peter - Nähe St. Peter Schulzentrum - Nussbaumerstraße 35d","43 m","641,94","1 Zimmer","8042
    
    
        Graz","Wesiak Gesellschaft m.b.H."
"1598196147-2678","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=14&rows=100","2-Zi. mit Balkontraum in Smart City Süd zu mieten!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/2-zi-mit-balkontraum-in-smart-city-sued-zu-mieten-368576526/","2-Zi. mit Balkontraum in Smart City Süd zu mieten!","42 m","579,90","2 Zimmer","8020
    
    
        Graz","Smart City Süd"
"1598196178-3748","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=3&rows=100","Eggenberg - 30,5m² - NEUBAU - ruhige 2-Zimmer-Wohnung mit Balkon","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/eggenberg-30-5m-neubau-ruhige-2-zimmer-wohnung-mit-balkon-401999864/","Eggenberg - 30,5m² - NEUBAU - ruhige 2-Zimmer-Wohnung mit Balkon","30 m","452,56","2 Zimmer","8020
    
    
        Eggenberg","C&P Immobilien AG"
"1598196141-2459","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=16&rows=100","Schöne 3 Zimmer Wohnung im Lendviertel. Ideal auch für WG. Hauptmiete.","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/schoene-3-zimmer-wohnung-im-lendviertel-ideal-auch-fuer-wg-hauptmiete-387960524/","Schöne 3 Zimmer Wohnung im Lendviertel. Ideal auch für WG. Hauptmiete.","58 m","595,-","3 Zimmer","8020
    
    
        Graz","L&L Immobilien Service OG"
"1598196158-2981","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=10&rows=100","Wunderschöne Mietkaufwohnung mit Terasse und Garten","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/wunderschoene-mietkaufwohnung-mit-terasse-und-garten-401699635/","Wunderschöne Mietkaufwohnung mit Terasse und Garten","79 m","700,-","3 Zimmer","8041
    
    
        Graz","Privat"
"1598196150-2736","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=13&rows=100","Wunderschöne 3 Zimmer Wohnung - KEINE Provision","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/wunderschoene-3-zimmer-wohnung-keine-provision-401320327/","Wunderschöne 3 Zimmer Wohnung - KEINE Provision","73 m","1.099,85","3 Zimmer","8051
    
    
        Graz","111 gröbl wohnpark gösting entwicklungs gmbh"
"1598196136-2210","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=18&rows=100","! PREISREDUKTION! Gepflegte Mietwohnung in Waltendorf","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/-preisreduktion-gepflegte-mietwohnung-in-waltendorf-393953068/","! PREISREDUKTION! Gepflegte Mietwohnung in Waltendorf","53 m","590,-","2 Zimmer","8010
    
    
        Waltendorf","DHB Immobilien OG"
"1598196144-2494","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=15&rows=100","ERSTBEZUG in Waltendorf","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/erstbezug-in-waltendorf-394654973/","ERSTBEZUG in Waltendorf","54 m","740,49","2 Zimmer","8010
    
    
        Graz","Richter Sabine Immobilientreuhand"
"1598196161-3105","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=9&rows=100","63 m² vollmöblierte Wohnung in Andritz - Schöckelbachweg","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/63-m-vollmoeblierte-wohnung-in-andritz-schoeckelbachweg-401770735/","63 m² vollmöblierte Wohnung in Andritz - Schöckelbachweg","63 m","770,-","2 Zimmer","8045
    
    
        Andritz","Plaka Immobilien GmbH"
"1598196099-904","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=31&rows=100","2 Zimmer Wohnung Nähe Griesplatz zu vermieten!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/2-zimmer-wohnung-naehe-griesplatz-zu-vermieten-365742305/","2 Zimmer Wohnung Nähe Griesplatz zu vermieten!","77 m","560,-","3 Zimmer","8020
    
    
        Graz","Check Immosicherungen GmbH"
"1598196105-1113","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=29&rows=100","Schöne 2-Zimmer Wohnung im Annenviertel","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/schoene-2-zimmer-wohnung-im-annenviertel-398369494/","Schöne 2-Zimmer Wohnung im Annenviertel","56 m","629,-","2 Zimmer","8020
    
    
        Graz","ASW Immobilien Service & Consulting GmbH"
"1598196153-2875","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=12&rows=100","Puntigam - Brauquartier - 35m² - 2 Zimmer - Singlewohnung - 13m² Balkon","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/puntigam-brauquartier-35m-2-zimmer-singlewohnung-13m-balkon-401376051/","Puntigam - Brauquartier - 35m² - 2 Zimmer - Singlewohnung - 13m² Balkon","34 m","471,47","2 Zimmer","8055
    
    
        Puntigam","C&P Immobilien AG"
"1598196153-2845","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=12&rows=100","Jakomini - 54 m² - 3 Zimmer - tolle WG Wohnung - riesiger Westbalkon - TOP Zustand","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/jakomini-54-m-3-zimmer-tolle-wg-wohnung-riesiger-westbalkon-top-zustand-401787350/","Jakomini - 54 m² - 3 Zimmer - tolle WG Wohnung - riesiger Westbalkon - TOP Zustand","54 m","754,15","3 Zimmer","8010
    
    
        Jakomini","C&P Immobilien AG"
"1598196178-3737","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=3&rows=100","Sonniger und ruhiger Erstbezug bei FH Eggenberg","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/sonniger-und-ruhiger-erstbezug-bei-fh-eggenberg-402153507/","Sonniger und ruhiger Erstbezug bei FH Eggenberg","77 m","814,88","3 Zimmer","8020
    
    
        Graz","grazial.at - Ihre Immobilienvermittlung"
"1598196116-1536","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=25&rows=100","Extravagante Dachterrassen-Wohnung mit Loft-Charakter","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/extravagante-dachterrassen-wohnung-mit-loft-charakter-386041835/","Extravagante Dachterrassen-Wohnung mit Loft-Charakter","186 m","2.401,87","6 Zimmer","8010
    
    
        Graz","Schönberg Immobilientreuhand"
"1598196158-3072","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=10&rows=100","Schöne 2-Zimmer-Wohnung in absoluter Bestlage im Univiertel","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/schoene-2-zimmer-wohnung-in-absoluter-bestlage-im-univiertel-395167152/","Schöne 2-Zimmer-Wohnung in absoluter Bestlage im Univiertel","35 m","399,-","2 Zimmer","8010
    
    
        Graz","Imvest Immobilien Consulting GmbH & Co KG"
"1598196116-1526","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=25&rows=100","Helle, gemütliche Singlewohnung (Graz, St. Peter) zu vermieten","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/helle-gemuetliche-singlewohnung-graz-st-peter-zu-vermieten-399028586/","Helle, gemütliche Singlewohnung (Graz, St. Peter) zu vermieten","40 m","480,-","1 Zimmer","8010
    
    
        Graz","Privat"
"1598196139-2372","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=17&rows=100","Zweizimmerwohnung","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/zweizimmerwohnung-400461258/","Zweizimmerwohnung","85 m","726,-","2 Zimmer","8010
    
    
        Graz","Privat"
"1598196184-3960","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=1&rows=100","Studenten aufgepasst! Altbau-Wohnung ca. 81,60 m², 3 einzeln begehbare Zimmer, Beethovenstraße, nahe der...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/studenten-aufgepasst-altbau-wohnung-ca-81-60-m-3-einzeln-begehbare-zimmer-beethovenstrasse-nahe-der-uni-graz-269408813/","Studenten aufgepasst! Altbau-Wohnung ca. 81,60 m², 3 einzeln begehbare Zimmer, Beethovenstraße, nahe der...","81 m","690,01","3 Zimmer","8010
    
    
        Geidorf","Knoll & Knoll Immobilientreuhand GmbH"
"1598196119-1678","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=24&rows=100","Graz-Wetzelsdorf: Ideale Starterwohnung in zentraler Lage!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/graz-wetzelsdorf-ideale-starterwohnung-in-zentraler-lage-386126381/","Graz-Wetzelsdorf: Ideale Starterwohnung in zentraler Lage!","26 m","370,-","1 Zimmer","8052
    
    
        Graz","Rustler Immobilientreuhand GesmbH"
"1598196116-1492","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=25&rows=100","Neu Sanierte 3 Zimmerwohnung nähe FH Joanneum ab sofort verfügbar","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/neu-sanierte-3-zimmerwohnung-naehe-fh-joanneum-ab-sofort-verfuegbar-402012660/","Neu Sanierte 3 Zimmerwohnung nähe FH Joanneum ab sofort verfügbar","69 m","809,90","3 Zimmer","8020
    
    
        Lend","IMMOXX. Immobilien Kanzlei"
"1598196172-3480","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=5&rows=100","2 Zimmerwohnung mit Balkon in zentraler Lage!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/2-zimmerwohnung-mit-balkon-in-zentraler-lage-395663417/","2 Zimmerwohnung mit Balkon in zentraler Lage!","55 m","538,-","2 Zimmer","8020
    
    
        Graz","Check Immosicherungen GmbH"
"1598196105-1093","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=29&rows=100","Nächst Oper / 2-Zimmer-Dachgeschoss-Wohnung","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/naechst-oper-2-zimmer-dachgeschoss-wohnung-395098809/","Nächst Oper / 2-Zimmer-Dachgeschoss-Wohnung","55 m","633,-","2 Zimmer","8010
    
    
        Graz","Gewerblicher Anbieter"
"1598196099-939","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=31&rows=100","Helle, gemütliche 2 Zimmer-Wohnung in Geidorf zentral gelegen in Lendplatz und Uni´s-Nähe!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/helle-gemuetliche-2-zimmer-wohnung-in-geidorf-zentral-gelegen-in-lendplatz-und-unis-naehe-391199396/","Helle, gemütliche 2 Zimmer-Wohnung in Geidorf zentral gelegen in Lendplatz und Uni´s-Nähe!","36 m","510,-","2 Zimmer","8010
    
    
        Geidorf","Steindorff Immobilien GmbH"
"1598196133-2161","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=19&rows=100","Liebenauer Hauptstraße 28,28a/206 - 2 Zimmer mit Balkon","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/liebenauer-hauptstrasse-28-28a-206-2-zimmer-mit-balkon-393659422/","Liebenauer Hauptstraße 28,28a/206 - 2 Zimmer mit Balkon","46 m","593,-","2 Zimmer","8041
    
    
        Graz","Wesiak Gesellschaft m.b.H."
"1598196153-2842","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=12&rows=100","Charmante 3-Zimmer-Wohnung im Altbaustil in bester Lage, im Grazer Bezirk Geidorf","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/charmante-3-zimmer-wohnung-im-altbaustil-in-bester-lage-im-grazer-bezirk-geidorf-401399783/","Charmante 3-Zimmer-Wohnung im Altbaustil in bester Lage, im Grazer Bezirk Geidorf","91 m","799,64","3 Zimmer","8010
    
    
        Graz","Imvest Immobilien Consulting GmbH & Co KG"
"1598196105-1105","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=29&rows=100","Nette Single-Wohnung nähe Styria Media Center zu vermieten! Provisionsfrei","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/nette-single-wohnung-naehe-styria-media-center-zu-vermieten-provisionsfrei-344086625/","Nette Single-Wohnung nähe Styria Media Center zu vermieten! Provisionsfrei","32 m","414,41","2 Zimmer","8010
    
    
        Jakomini","MWI GmbH - IhrMehrWertInvestment"
"1598196164-3204","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=8&rows=100","Hochwertige Altbauwohnung - Fußgängerzone 1. Bezirk Graz Innere Stadt","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/hochwertige-altbauwohnung-fussgaengerzone-1-bezirk-graz-innere-stadt-314009729/","Hochwertige Altbauwohnung - Fußgängerzone 1. Bezirk Graz Innere Stadt","87 m","1.705,-","null","8010
    
    
        Graz","Imvest Immobilien Consulting GmbH & Co KG"
"1598196105-1083","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=29&rows=100","Uni-Lage! Top 3-Zimmer Altbauwohnung mit Balkon!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/uni-lage-top-3-zimmer-altbauwohnung-mit-balkon-398402663/","Uni-Lage! Top 3-Zimmer Altbauwohnung mit Balkon!","77 m","799,-","3 Zimmer","8010
    
    
        Graz","Immobilienmaklerbüro Kom.-Rat Luise Eder"
"1598196170-3457","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=6&rows=100","3-Zimmer Wohnung mit Balkon Nähe Radetzkybrücke","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/3-zimmer-wohnung-mit-balkon-naehe-radetzkybruecke-401980591/","3-Zimmer Wohnung mit Balkon Nähe Radetzkybrücke","64 m","640,67","3 Zimmer","8020
    
    
        Graz","Rustler Immobilientreuhand GesmbH"
"1598196136-2271","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=18&rows=100","Straßgang! Schöne Küche, 3 Zimmer, Parkplatz","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/strassgang-schoene-kueche-3-zimmer-parkplatz-400218491/","Straßgang! Schöne Küche, 3 Zimmer, Parkplatz","106 m","890,-","3 Zimmer","8054
    
    
        Graz","Knoll & Knoll Immobilientreuhand GmbH"
